Datetime,Others-CCCPS8,Others-CCCPS98,Shopping,BHMBCCMKT01,BHMBCCPST01,BHMBCCSNH01,BHMBCCTHL01,BHMBRCBRG01,BHMBRCBRG02,BHMBRCBRG03,BHMEURBRD01,BHMEURBRD02,BHMMBMMBX01,BHMNCPHST01,BHMNCPLDH01,BHMNCPNHS01,BHMNCPNST01,BHMNCPPLS01,BHMNCPRAN01,Broad Street,Bull Ring,NIA Car Parks,NIA North,NIA South,Others-CCCPS105a,Others-CCCPS119a,Others-CCCPS133,Others-CCCPS135a,Others-CCCPS202,weekday,time
2016-10-04 08:00:00,0.33661119515884996,0.189494038027715,0.319791666666667,0.105719237435009,0.293375394321767,0.205098493626883,0.310077519379845,0.06930693069306929,0.0661641541038526,0.0777385159010601,0.24893617021276604,0.277272727272727,0.384279475982533,0.1975,0.523611111111111,0.16,0.5134020618556699,0.168888888888889,0.35,0.257971014492754,0.0704225352112676,0.0583596214511041,0.04375,0.08248730964467009,0.352911896465903,0.06956831965750981,0.171978609625668,0.278392995106876,0.18624446714334397,1,8.0
2016-10-04 08:30:00,0.361573373676248,0.21849822752175302,0.396354166666667,0.11091854419410697,0.309148264984227,0.29316338354577104,0.333333333333333,0.0871287128712871,0.0795644891122278,0.09069493521790341,0.370212765957447,0.431818181818182,0.439592430858806,0.2625,0.619444444444444,0.322,0.550515463917526,0.182222222222222,0.486666666666667,0.389855072463768,0.0851621356043236,0.084384858044164,0.04375,0.12182741116751301,0.38825286212045795,0.0849090260435248,0.194866310160428,0.37780066958537206,0.22642151855634998,1,8.5
2016-10-04 09:00:00,0.39183055975794295,0.255236867547535,0.498958333333333,0.138648180242634,0.34384858044163996,0.432213209733488,0.40051679586563294,0.11485148514851501,0.11892797319932999,0.115429917550059,0.572340425531915,0.663636363636364,0.5036390101892291,0.3675,0.7180555555555559,0.604,0.57319587628866,0.18888888888888897,0.623333333333333,0.601449275362319,0.11660661644284302,0.130914826498423,0.04375,0.19416243654822302,0.43006470881035297,0.115233678201927,0.22780748663101602,0.5168684007210921,0.288729996595165,1,9.0
2016-10-04 09:30:00,0.446293494704992,0.300354495649372,0.583854166666667,0.185441941074523,0.36593059936908495,0.5828505214368479,0.527131782945736,0.14356435643564402,0.14824120603015098,0.134275618374558,0.7468085106382979,0.813636363636364,0.602620087336245,0.46,0.790277777777778,0.81,0.622680412371134,0.186666666666667,0.788333333333333,0.768115942028985,0.142810350474943,0.16798107255520503,0.04375,0.24111675126903603,0.49975111996017896,0.14983945772386698,0.264385026737968,0.6443471542621679,0.35274089206673503,1,9.5
2016-10-04 10:00:00,0.49697428139183103,0.339026748308089,0.653125,0.259965337954939,0.406940063091483,0.6836616454229428,0.609819121447028,0.212871287128713,0.19346733668341698,0.177856301531213,0.84468085106383,0.922727272727273,0.705967976710335,0.531666666666667,0.8555555555555558,0.884,0.674226804123711,0.20888888888888896,0.86,0.869565217391304,0.19554536521454302,0.186908517350158,0.04375,0.26142131979695393,0.568442010950722,0.16981805208705,0.321497326203209,0.721607004893124,0.395982294858699,1,10.0
2016-10-04 10:30:00,0.5408472012102871,0.36803093780212703,0.689583333333333,0.306759098786828,0.44794952681387995,0.7659327925840091,0.682170542635659,0.30099009900990104,0.24371859296482395,0.206124852767962,0.9148936170212771,0.9636363636363641,0.771470160116448,0.571666666666667,0.8861111111111108,1.0,0.723711340206186,0.222222222222222,0.915,0.930434782608696,0.252210940058958,0.203470031545741,0.04375,0.277918781725888,0.619711299153808,0.18729932215483397,0.37454545454545496,0.781612155549833,0.427987742594484,1,10.5
2016-10-04 11:00:00,0.598335854765507,0.38994521430873297,0.722395833333333,0.379549393414211,0.49211356466877,0.8273464658169181,0.795865633074935,0.41089108910891103,0.31490787269681697,0.248527679623086,0.9744680851063829,0.986363636363636,0.834061135371179,0.6075,0.9138888888888892,0.996,0.7649484536082469,0.24888888888888897,0.95,0.9782608695652171,0.32820176875204704,0.207413249211356,0.04375,0.289340101522843,0.67894474863116,0.204780592222619,0.4402139037433159,0.8161215554983259,0.461014640789922,1,11.0
2016-10-04 11:30:00,0.620272314674735,0.399935546245569,0.74375,0.428076256499133,0.5268138801261829,0.837775202780997,0.837209302325581,0.471287128712871,0.362646566164154,0.26855123674911696,0.9872340425531919,0.945454545454545,0.879184861717613,0.6375,0.920833333333333,0.996,0.7690721649484541,0.273333333333333,0.953333333333333,0.9739130434782609,0.37242056993121503,0.20583596214511002,0.04375,0.296954314720812,0.7088103534096569,0.20977524081341398,0.47850267379679096,0.829513262941025,0.466121893088185,1,11.5
2016-10-04 12:00:00,0.632375189107413,0.41508217853690005,0.753645833333333,0.44887348353552897,0.55205047318612,0.8539976825028971,0.8578811369509041,0.625742574257426,0.45477386934673397,0.31919905771495904,0.978723404255319,0.986363636363636,0.922852983988355,0.6425,0.9388888888888891,0.998,0.785567010309278,0.273333333333333,0.943333333333333,0.981159420289855,0.4736324926302,0.21293375394321803,0.04375,0.309644670050761,0.7317073170731709,0.215840171245095,0.486631016042781,0.836466649497811,0.47327204630575403,1,12.0
2016-10-04 12:30:00,0.632375189107413,0.417982597486304,0.760416666666667,0.461005199306759,0.6025236593059939,0.8482039397450751,0.863049095607235,0.625742574257426,0.45477386934673397,0.31919905771495904,0.9872340425531919,0.995454545454545,0.943231441048035,0.649166666666667,0.945833333333333,0.998,0.781443298969072,0.273333333333333,0.933333333333333,0.989855072463768,0.4736324926302,0.210567823343849,0.04375,0.321065989847716,0.738675958188153,0.215483410631466,0.5552941176470589,0.83723924800412,0.47565543071161104,1,12.5
2016-10-04 13:00:00,0.6127080181543121,0.41508217853690005,0.754166666666667,0.466204506065858,0.615141955835962,0.8458864426419471,0.8604651162790701,0.6534653465346529,0.5008375209380229,0.340400471142521,0.9744680851063829,0.918181818181818,0.947598253275109,0.644166666666667,0.9375,0.998,0.7711340206185571,0.22888888888888897,0.925,0.956521739130435,0.5067147068457261,0.205047318611987,0.04375,0.319796954314721,0.727227476356396,0.21262932572244,0.572192513368984,0.832346124130827,0.4654409261150829,1,13.0
2016-10-04 13:30:00,0.6134644478063539,0.41024814695456,0.745833333333333,0.45580589254765996,0.630914826498423,0.8296639629200458,0.8552971576227391,0.6623762376237621,0.5,0.339222614840989,0.957446808510638,0.9,0.943231441048035,0.631666666666667,0.9361111111111109,0.998,0.7731958762886599,0.233333333333333,0.895,0.939130434782609,0.509007533573534,0.194006309148265,0.04375,0.312182741116751,0.726231956197113,0.207277916518016,0.573689839572192,0.8199845480298741,0.46305754170922697,1,13.5
2016-10-04 14:00:00,0.6164901664145229,0.406703190460844,0.744791666666667,0.41247833622183705,0.634069400630915,0.7879490150637309,0.8578811369509041,0.6554455445544549,0.496649916247906,0.33686690223792704,0.9489361702127659,0.8772727272727271,0.9272197962154292,0.630833333333333,0.934722222222222,0.998,0.785567010309278,0.226666666666667,0.893333333333333,0.9260869565217391,0.5047494267933179,0.189274447949527,0.04375,0.304568527918782,0.722747635639622,0.205494113449875,0.5691978609625671,0.80994076744785,0.46033367381682,1,14.0
2016-10-04 14:30:00,0.5998487140695921,0.39896873992910104,0.744270833333333,0.37261698440208,0.640378548895899,0.753186558516802,0.8320413436692511,0.59009900990099,0.463149078726968,0.32391048292108393,0.921276595744681,0.8545454545454549,0.9126637554585151,0.633333333333333,0.929166666666667,0.998,0.7690721649484541,0.217777777777778,0.891666666666667,0.9,0.4664264657713721,0.18454258675078897,0.04375,0.296954314720812,0.70681931309109,0.19978594363182303,0.5394652406417111,0.801699716713881,0.44875723527408895,1,14.5
2016-10-04 15:00:00,0.569591527987897,0.37673219465033797,0.719270833333333,0.332755632582322,0.5993690851735021,0.71494785631518,0.79328165374677,0.542574257425743,0.4321608040201,0.307420494699647,0.9063829787234041,0.818181818181818,0.8631732168850071,0.605833333333333,0.908333333333333,0.972,0.7298969072164951,0.204444444444444,0.878333333333333,0.8782608695652171,0.43399934490664904,0.17192429022081998,0.04375,0.277918781725888,0.6699850671976111,0.188726364609347,0.505668449197861,0.775431367499356,0.43139257745999293,1,15.0
2016-10-04 15:30:00,0.54160363086233,0.363196906219787,0.677083333333333,0.285961871750433,0.55205047318612,0.658169177288528,0.75968992248062,0.47029702970297005,0.40787269681742006,0.270906949352179,0.874468085106383,0.7727272727272729,0.832605531295488,0.565,0.8638888888888892,0.924,0.696907216494845,0.186666666666667,0.848333333333333,0.842028985507246,0.390435637078284,0.169558359621451,0.04375,0.274111675126904,0.6411149825783969,0.18230467356403898,0.46759358288770103,0.731135719804275,0.41300646918624395,1,15.5
2016-10-04 16:00:00,0.5022692889561271,0.32839187882694204,0.634375,0.280762564991335,0.5394321766561511,0.6002317497103129,0.697674418604651,0.415841584158416,0.371021775544389,0.24499411071849198,0.8,0.718181818181818,0.7438136826783109,0.54,0.791666666666667,0.884,0.65360824742268,0.171111111111111,0.796666666666667,0.773913043478261,0.350802489354733,0.149053627760252,0.04375,0.23984771573604102,0.584868093578895,0.164466642882626,0.42267379679144396,0.684007210919392,0.381681988423561,1,16.0
2016-10-04 16:30:00,0.467473524962179,0.301643570737996,0.559895833333333,0.247833622183709,0.5173501577287071,0.523754345307068,0.6330749354005171,0.398019801980198,0.34254606365159096,0.22379269729093,0.6914893617021279,0.640909090909091,0.6855895196506551,0.470833333333333,0.708333333333333,0.7959999999999999,0.6268041237113401,0.15333333333333302,0.723333333333333,0.67536231884058,0.32787422207664596,0.12539432176656198,0.04375,0.204314720812183,0.5420607267297161,0.144844809133072,0.394652406417112,0.607519958794746,0.345590738849166,1,16.5
2016-10-05 08:00:00,0.342662632375189,0.20947470190138603,0.313541666666667,0.09358752166377819,0.29968454258675103,0.22363847045191196,0.37726098191214497,0.398019801980198,0.34254606365159096,0.22379269729093,0.27021276595744703,0.24090909090909102,0.4104803493449779,0.190833333333333,0.518055555555556,0.19399999999999998,0.552577319587629,0.0866666666666667,0.353333333333333,0.260869565217391,0.32787422207664596,0.0780757097791798,0.04375,0.0977157360406091,0.365853658536585,0.0877631109525508,0.16577540106951902,0.284316250321916,0.20224719101123603,2,8.0
2016-10-05 08:30:00,0.368381240544629,0.244924266838543,0.405729166666667,0.10225303292894301,0.318611987381703,0.365005793742758,0.43669250645994795,0.398019801980198,0.34254606365159096,0.22379269729093,0.427659574468085,0.422727272727273,0.480349344978166,0.2775,0.619444444444444,0.38799999999999996,0.562886597938144,0.1,0.518333333333333,0.426086956521739,0.32787422207664596,0.12302839116719198,0.04375,0.148477157360406,0.406669985067198,0.11630396004281099,0.18139037433155103,0.41179500386299295,0.25059584610146396,2,8.5
2016-10-05 09:00:00,0.41906202723146696,0.288752819851756,0.5078125,0.12305025996533801,0.356466876971609,0.5249130938586329,0.545219638242894,0.398019801980198,0.34254606365159096,0.22379269729093,0.6021276595744679,0.640909090909091,0.574963609898108,0.391666666666667,0.701388888888889,0.636,0.604123711340206,0.108888888888889,0.66,0.6144927536231879,0.32787422207664596,0.162460567823344,0.04375,0.20685279187817301,0.47237431557988996,0.149482697110239,0.200641711229947,0.551635333505022,0.315968675519237,2,9.0
2016-10-05 09:30:00,0.4735249621785171,0.323235578472446,0.592708333333333,0.14384748700173303,0.391167192429022,0.6558516801854001,0.6614987080103361,0.398019801980198,0.34254606365159096,0.22379269729093,0.738297872340426,0.740909090909091,0.675400291120815,0.486666666666667,0.7694444444444442,0.778,0.65360824742268,0.117777777777778,0.765,0.739130434782609,0.32787422207664596,0.172712933753943,0.04375,0.22715736040609102,0.5425584868093579,0.17053157331430602,0.221176470588235,0.6572237960339941,0.368743615934627,2,9.5
2016-10-05 10:00:00,0.537065052950076,0.358362874637448,0.680208333333333,0.19757365684575398,0.44479495268138797,0.79837775202781,0.8010335917312659,0.398019801980198,0.34254606365159096,0.22379269729093,0.814893617021277,0.859090909090909,0.780203784570597,0.5825,0.8430555555555559,0.8640000000000001,0.698969072164948,0.13555555555555598,0.883333333333333,0.828985507246377,0.32787422207664596,0.183753943217666,0.04375,0.24746192893400998,0.6202090592334489,0.195148055654656,0.242994652406417,0.761524594385784,0.4157303370786521,2,10.0
2016-10-05 10:30:00,0.5756429652042361,0.380921688688366,0.718229166666667,0.22183708838821503,0.45110410094637204,0.831981460023175,0.8708010335917309,0.398019801980198,0.34254606365159096,0.22379269729093,0.859574468085106,0.8818181818181821,0.8413391557496359,0.613333333333333,0.8930555555555558,0.9179999999999999,0.731958762886598,0.15333333333333302,0.935,0.866666666666667,0.32787422207664596,0.19321766561514198,0.04375,0.260152284263959,0.66650074664012,0.20906171958615802,0.257112299465241,0.802729848055627,0.43854273067756205,2,10.5
2016-10-05 11:00:00,0.5990922844175489,0.402835965194973,0.734375,0.256499133448873,0.49211356466877,0.823870220162225,0.8759689922480619,0.398019801980198,0.34254606365159096,0.22379269729093,0.8936170212765958,0.927272727272727,0.901018922852984,0.630833333333333,0.9069444444444441,0.946,0.7567010309278349,0.193333333333333,0.971666666666667,0.904347826086957,0.32787422207664596,0.205047318611987,0.04375,0.290609137055838,0.702339472374316,0.215126650017838,0.272085561497326,0.818181818181818,0.45284303711269996,2,11.0
2016-10-05 11:30:00,0.6021180030257189,0.40573638414437596,0.744791666666667,0.280762564991335,0.5110410094637221,0.8215527230590959,0.878552971576227,0.398019801980198,0.34254606365159096,0.22379269729093,0.912765957446808,0.931818181818182,0.9315866084425041,0.645,0.9111111111111109,0.9520000000000001,0.7546391752577319,0.2,0.965,0.918840579710145,0.32787422207664596,0.196372239747634,0.04375,0.296954314720812,0.714783474365356,0.21155904388155503,0.27721925133689795,0.822559876384239,0.456247871978209,2,11.5
